Article;Sous fam.;ref. four.;Gencod;Frais;Qte cde fou;Qte stock;Cpt ac;Cpt ve M;Cpt ve C;Cpt ve OM;Cpt ve E;Cpt ve CEE;Commentaire;id;sup
JOINT TORIQUE 177.16X5.34 NBR;6021;;1234560039296;0,150;;;60101100;70102000;70192200;70192100;70192100;70192200;PRIX PAR 100 : 266.45€;;
JOINT TORIQUE 202.60X6.99;6021;;1234560013555;0,020;;16,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE  259.7X6.99 NBR;6021;;1234560034031;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 291.5X6.99 NBR;6021;;1234560034000;;;8,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 418X6.99;6021;1120036832;1234560002382;0,020;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLE CAELIFLEX 12G0,75 YSLY JZ;6077;;1234560060979;1,000;;;60101100;70102000;70192200;70192100;70192100;70192200;CABLE POUR R375;;
CAISSE DIM EXT : 112X112X142CM;0203;;1234560037346;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSIONS INTERIEURES : 105x105x120 cm poids 110kg;;
PATTE DE FIXATION MURALE;6021;112639;1234560010769;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS ET OSB D.EXT 112*67*230;0203;;1234560022878;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS  D.EXT 112X87X172 UVZEN PRESENTOIR;0203;;1234560022892;;;;60101100;70102000;70192200;70192100;70192100;70192200;CAISSE PRESENTOIR UV-ZEN;;
METHYLENE BLEU 1% 100ML;6015;;1234560060948;15,500;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS CTP 113*73*210;0203;;1234560022496;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSION INTERIEUR;;
JOINT TORIQUE 21X3 NBR70 ACS;6021;;;;;;60120300;70102000;70192200;70192100;70192100;70192200;Matériau:NBR;;
JOINT TORIQUE 25X4;6021;;1234560057474;0,010;;10,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 25X5;6021;1140055025;1234560002450;0,010;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE  28.00X1.50 FKM  ACS;6021;1140061280;1234560034987;;;65,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 3X1.50 FKM  HITEC;6021;;1234560067909;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 41X2 ORM 0410-20;6021;1140072041;1234560045976;0,020;;217,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 69X3 FKM;6021;;1234560033126;0,120;;73,00;60101100;70102000;70192200;70192100;70192100;70192200;haute température;;
JOINT TORIQUE 49.50X3 NBR;6021;1140153029;1234560002405;;;16,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 28.30X1.78 EPDM;6021;1140201827;1234560033164;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 25.80X3.53 NBR;6021;1140253515;1234560002412;;;13,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT TORIQUE 380.37X5.34 NBR;6021;1140405392;1234560002719;;;6,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT D'ARBRE RADIAL A+P FORME A 24.00 X 35.00 X 7.00 MM,NBR;6021;;;0,420;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MATE N LOCK M 4P;6077;1151733;1234560033249;;;27,00;60101100;70102000;70192200;70192100;70192100;70192200;Par multiple de 5;;
BOITIER CONNECTEUR TE MATE-N-LOK;60181;1151783P;1234560046737;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
SOCLE 4 PRISES AVEC INTER;60106;1155001064;1234560032549;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS ET CTP 116X51X65;0203;;1234560022694;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSION INTERIEUR;;
INDICATEUR DE TEMPERATURE AUTOCOLLANT 46;60164;;1234560065806;0,282;;;60101100;70102000;70192200;70192100;70192100;70192200;par lot de 50;;
VOYANT LED BD-1201;6077;1170511;1234560042081;2,500;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS ET OSB D.EXT117*112*230;0203;;1234560022908;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BANDELETTES CHLORE LIBRE 0.6PPM PAQUET DE 50;60164;11776284;1234560037308;;;;60101100;70102000;70192200;70192100;70192100;70192200;PAQUET DE 50;;
INDICATEUR DE TEMPERATURE AUTOCOLLANT 60/65/71/77/82;60164;;1234560065783;3,100;;;60101100;70102000;70192200;70192100;70192100;70192200;par lot de 10;;
INDICATEUR DE TEMPERATURE AUTOCOLLANT 65;60164;;1234560065790;0,282;;;60101100;70102000;70192200;70192100;70192100;70192200;par lot de 50;;
CAISSE BOIS 2ENTREES DIM EXP 212*87*112;0203;;1234560022472;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMINT 110*65*180;;
CUVE QUARTZ TO 10MM 3.50ML;60164;10484871;1234560070442;5,167;;;60101100;70102000;70192200;70192100;70192100;70192200;lot de 2 soit 183.85€ le lot;;
TRACEUR ROUGE FLUORESCENT 500ML;6015;;1234560040407;31,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MELANGEUR STATIQUE (HELICE ACETAL);6021;;1234560040490;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;commande par 10pcs;;
CAISSE BOIS 1110X90X66.5 DIM INTERIEUR;0203;;1234560022168;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 11x90x66.5;;
COFFRET NU AE 800X1000X300 + PLAQUE;60181;1180500;1234560010585;;;4,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS DIM INT 120X100X150 + 2 CHEVRON;0203;CAISSEBOISETCTP;1234560032136;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS 127X107X202 DIM EXT;0203;;1234560022212;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 120X100X180;;
CAISSE BOIS 120X110X160+CALAGE;0203;;1234560058891;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS 120*120*100 INT;0203;;1234560022175;;;;60101100;70102000;70192200;70192100;70192100;70192200;EXT 127*127*122 - 120 KG;;
CAISSE BOIS DIM INT 120X120X175;0203;;1234560043149;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSIONS INT 120*120*175;;
RÉGLET, CK MÉTRIQUE CALIBRÉ 300MM ACIER INOXYDABLE;6077;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS ET CP 120X45X45 CM INT;0203;;1234560022595;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
"BOL NW25 PREPERCE 1""1/4";6021;1205410553;1234560003914;;;10,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS CTP BOIS TRAITE NIMP15;0203;;1234560022526;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSION INTERIEUR;;
CAISSE BOIS DIM EXT 127*77*214;0203;;1234560047185;;;;60101100;70102000;70192200;70192100;70192100;70192200;CAISSE BOIS DIM. INT. 120 x 70 x 190 cm (Lxlxh)  2 ENTREES -;;
"VANNE LAITON F/F 26X34 1""";6021;120710;1234560038251;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PALETTE SUPPORT DE CUVE ATELIER HYDRAULIQUE;0203;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;Pour la fourniture d’une palette support de cuves, de dimensions 120*75 cm, capable de 150 kgs, « chaise » pour élévation d’une des 2 cuves,;;
PINCE CROCODILE DE SÉCURITÉ ENFICHABLE 4 MM CAT II 1000 V R;60164;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BLEU DE MÉTHYLÈNE 25G EN POUDRE;60164;121170,1606;;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CONTRE-PLAQUE LOQUETEAU 15X49;6021;1220879;1234560068937;0,250;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ACIDE SULFURIQUE 25% 1L;60164;122448,1211;;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS 122X60X52;0203;;1234560022199;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS 122*67*177 EXT;0203;;1234560022182;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 115*60*155 - 2 CHEVRONS LONG 4 CHEVRONS LARG;;
CAISSE BOIS DIM EXT 130.5*71*93 TRAITE;0203;;1234560043118;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSIONS INT 123.5*64*70;;
REDUCTION LAITON M/F D12X08;6021;1241128;1234560037360;;;12,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REDUCTION LAITON M/F DIAM 15X12;6021;12411512;1234560064267;;;17,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAPE/BOUCHON CONIQUE;6021;SR 1000;1234560057955;;;131,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PINCES COUDÉES À BEC LONG RS PRO, LONGUEUR HORS TOUT 200 M;60164;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS 125*65*170 INT;0203;;1234560022205;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM EXT  132X72X192;;
CABLE CAELIFLEX 27G1 YSLY JZ;6077;;;1,000;;;60101100;70102000;70192200;70192100;70192100;70192200;CABLE POUR R375;;
CAISSE BOIS DIM INTER120X100X100 CM;0203;;1234560022564;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSIONS INTERIEURES : 120x100x100 cm poids 85 kg;;
CAISSE DIM EXT :127X107X193-2 ENTREES;0203;;1234560037759;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSIONS INTERIEURES : 120X100X170 cm poids 160kg;;
CAISSE BOIS 127X117X182 EXT;0203;;1234560022229;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 120*110*160-4  CHEVRONS LONG 4 CHEVRONS LARG;;
CAISSE BOIS DIM EXT 127*127*192;0203;;1234560022557;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
DIODE SKR71/12 UNITE;6077;;1234560246717;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
HORLOGE DIGITALE HEBDOMADAIRE 230V;6077;12.71.8.230.0000;1234560052912;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE N°6 DIM EXT 127X67X197 CM;0203;CAISSE N°6;1234560003006;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 120X60X175 CM poids  : 110 kg;;
CAISSE BOIS ET CTP 127*87*232 EXT 2 EN CHEVRONS;0203;;1234560022700;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EXTERMINATEUR D'INSECTES UV ÉLEC BEAUMONT 60W(3X20 W) -160M;60164;;1234560061488;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS ET CTP 137X127X177 EXT +2CHEVRONS;0203;;1234560022724;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIMENSION INT 130X120X155;;
CAISSE BOIS DIM EXT 137*137*154 2 ENTREES;0203;;1234560044122;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 130*130*150 - 2 ENTREES -;;
CAISSE BOIS 130*40*60 INT;0203;;1234560022236;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM EXT 137*47*80;;
CAISSE BOIS ET CTP;0203;;1234560022670;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 130X60X160 POIDS 95 KG;;
CAISSE BOIS OSB DIM EXT 137*97*154 - NET. CHIMIQUE;0203;NETTOYAGE CHIMIQUE;1234560042135;;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 130*90*130 - 2 ENTREES - 3 CHEVRONS DE CALAGE L = 90 - 120KG;;
POMPE NOVA 180 AUTO MONO;6021;131009;1234560043958;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
POMPE EBARA 3M 32200 / 5,5;6021;1310750006E;1234560045204;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
DIODES BZX55C27.0V UNITE;6077;;1234560246724;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLE HO7RNF 2X1.5 U1000 LE M;6077;;1234560042401;;;300,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT CYCLAM 12X32X12;6021;;;2,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PERMANGANATE 250G;60164;131527,1209;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BORNIER BAS FIL UNITE;6077;;1234560246731;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
POMPE EBARA 3M 40200 / 11;6021;1330910006I;1234560045198;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
POMPE EBARA 3LM/I 40-200 / 11 IE3 - 11KW;6021;;1234560054671;;;;60101100;70102000;70192200;70192100;70192100;70192200;Devis n°425001581 du 08/08/2017;;
CAISSE BOIS DIM EXT 135*118*170 2 ENTREES;0203;;1234560042111;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 1120*135*170 - 2 ENTREES -;;
ACIDE CHLORHYDRIQUE 1M;60164;1352012;;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PINCE À COLLIER PLASTIQUE 220-10Z;60164;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
COFFRET ELECTRIQUE AE 600X600X350;60181;1360500;1234560048168;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MANOMÈTRE, RACCORD G 1/4, 0-10 BARS - GLYCEROL;6021;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CONTRÔLEUR DE PUISSANCE TRIPHASÉ FLUKE-1736/EUS-GOLD, MON;6077;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;LABO;;
LOUPE À POSER RS PRO, X 10X, LENTILLE DE 25MM;60164;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
NETTOYEUR DE PANNE DE FER À SOUDER;60164;;;;;;60260000;70102000;70192200;70192100;70192100;70192200;;;
DATA DOS39 DRT A-R ADH 40X1000;60164;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
COFFRET ELECTRIQUE 600X760X350+PLAQUE;60181;;1234560011162;;;6,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS 2 ENTREES EXT 137*87*152;0203;;1234560022342;;;;60101100;70102000;70192200;70192100;70192100;70192200;DIM INT 130*80*130;;
CAISSE BOIS ET CTP 137*87*245CM;0203;CAISSE BOIS ET CTP;1234560022717;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CAISSE BOIS DIM EXT 137*97*163;0203;;1234560057306;;;;60101100;70102000;70192200;70192100;70192100;70192200;Dimensions intérieures (L x l x h) 130*90*140 cm, extérieures 137*97*163 cm,;;
COFFRET NU 380X380X210+PLAQ;60181;1380500;1234560010516;;;12,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT PLAT 13X20X1.5 FKM;60164;;1234560065813;;;30,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
MANCHON DE MAINTIEN - GAINE D 32 - UVFIXE G 2 RACCOURCI;6097;01576;1234560033690;;2700,00;194,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUT MALE - GAINE D 32 - UVEM114 RACCOURCI;6097;015777;1234560033683;;3000,00;524,00;60101100;70102000;70192200;70192100;70192100;70192200;PRIX UNITAIRE POUR 500 PIECES EN 2 LIVRAISONS;;
GAINE QUARTZ 32X1220MM EP 2;6091;78P390C2;1234560042524;;;20,00;60101100;70102000;70192200;70192100;70192100;70192200;GAINE QUARTZ 28X32X1220 EP 2MM;;
EMBASE MALE 3+PE A VISSER;6021;0902110004;1234560009121;0,150;;233,00;60120300;70102000;70192200;70192100;70192100;70192200;;;
FLASQUE FIXE D219 (EXT 275);60133;;1234560060580;;;15,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
FLASQUE FIXE D219 (EXT 275) BRUT;6097;;1234560064540;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
USINAGE FLASQUE FIXE DN 200 (EXT 275);6008;00524;;;;;60101100;70102000;70192200;70192100;70192100;70192200;offre  n) 02379 du 14 avril 2015;;
DEFLECTEUR AIR DECHLO 200L 300 ALU 1MM ALU;6097;;1234560013371;;;34,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
DEFLECTEUR D'AIR BAS UVDECHLO 400L300 EEC ALU;6097;;1234560013715;;;17,00;60101100;70102000;70192200;70192100;70192100;70192200;par 10 : 11.24€;;
DEFLECTEUR HAUT UVDECHLO 400L300 EEC ALU;6097;;1234560013708;;;12,00;60101100;70102000;70192200;70192100;70192100;70192200;deflecteur d'air haut pour UVDECHLO400L300EEC;;
LAMPE 300W COMPACTE LP300WLGC  - 16000H;6013;80054893;1234560032617;;1400,00;538,00;60101100;70102000;70192200;70192100;70192100;70192200;LP300WLGC NOUVEAU CULOT;;
USINAGE COFFRET UVLIGHT E;6008;;1234560013630;;;;60101100;70102000;70192200;70192100;70192100;70192200;6.5€/p si commande par 50 pièces;;
BOITIER PERCE GERMI 1000;60133;;1234560012619;;50,00;18,00;60101100;70102000;70192200;70192100;70192100;70192200;FIBOX AL082506 + USINAGE DELVERT UVGERMI 1000;;
USINAGE COFFRET GERMI1000;6008;UVGERMI1000;;;;;60120300;70102000;70192200;70192100;70192100;70192200;;;
USINAGE COFFRET CINTROPUR  ECO;6008;UVCINTECO;1234560050741;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
COFFRET USINE UV2000 CINTROPUR;60133;;1234560061563;;50,00;7,00;60101100;70102000;70192200;70192100;70192100;70192200;05/03/20;;
USINAGE COFFRET CINTROPUR 2000;6008;UVCINT2000;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
USINAGE COFFRET UVBP75EPR - AL082506;6008;UVBP75EPR;1234560013593;;;;60260000;70102000;70192200;70192100;70192100;70192200;5€/p si commande de 50 pièces;;
BOITIER PERCE GERMI AP55/75 EP;60133;;1234560001248;;;28,00;60101100;70102000;70192200;70192100;70192100;70192200;FIBOX AL082506 + USINAGE DELVERT;;
USINAGE COFFRET UVAP5575EP;6008;UVAP5575EP;1234560013586;;;;60120300;70102000;70192200;70192100;70192100;70192200;8€/p si commande par 50 Pièces;;
USINAGE COFFRET ULTRA 122X200X80;6008;UVULTRA;;;;;60120300;70102000;70192200;70192100;70192100;70192200;;;
BOITIER PERCE CINTROPUR 10000;60133;;1234560001255;;;21,00;60120300;70102000;70192200;70192100;70192100;70192200;FIBOX ALC122208SP + USINAGE DELVERT;;
USINAGE BOITIER CINTROPUR 10000;6008;UVCINT10000;;;;;60120300;70102000;70192200;70192100;70192100;70192200;si la quantité est inférieur à 100 le prix augmente (12€);;
BOITIER PERCE GERMI AP36-60 FERRO;60133;;1234560001262;;;42,00;60101100;70102000;70192200;70192100;70192100;70192200;boitier +usinage;;
USINAGE COFFRET AP36-60;6008;UVAP3660;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BOITIER USINEE GERMI AP95;60133;;1234560001187;;;24,00;60101100;70102000;70192200;70192100;70192100;70192200;FIBOX ALC 162609 + USINAGE DELVERT UVAP95;;
USINAGE COFFRET AP95 160X260X90;6008;02553;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BOITIER PERCE CARRE BLEU;60133;;1234560001194;;;;60101100;70102000;70192200;70192100;70192100;70192200;FIBOX ALC 162609 + USINAGE DELVERT;;
USINAGE COFFRET CARRE BLEU;6008;00563;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BOITIER PERCE PR BP55/75EP;60133;;1234560032273;;;35,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
USINAGE COFFRET BP55/75 EP;6008;UVBP36556095;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
USINAGE COFFRET EAULYMPIA 1000;6008;UVEAULYMPIA1000;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BOITIER USINE UVDECHLO375;60133;;1234560059911;;;;60101100;70102000;70192200;70192100;70192100;70192200;boitier;;
USINAGE COFFRET UVDECHLO375 - AL232811;6008;UVDEC375;;;;;60101100;70102000;70192200;70192100;70192100;70192200;11€/p si commande de 20 pièces;;
BOITIER USINE GERMI CP55/75 EP;60133;;1234560059928;;;27,00;60101100;70102000;70192200;70192100;70192100;70192200;FIBOX ALC 162609 + USINAGE;;
USINAGE COFFRET UVCP5575EP - AL232811;6008;UVCP5575EP;;;;;60120300;70102000;70192200;70192100;70192100;70192200;11€/p si commande de 20 pièces;;
GAINE QUARTZ 32X1260MM EP=2;6091;78P367C2 - 78P00367;1234560011186;0,810;1800,00;497,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GAINE QUARTZ 32X280MM EP 2;6091;78P39115;1234560001408;;400,00;200,00;60101100;70102000;70192200;70192100;70192100;70192200;GAINE QUARTZ 28X32X280 EP 2;;
GAINE QUARTZ 32X445MM EP 2;6091;78P38315;1234560001392;1,200;600,00;112,00;60101100;70102000;70192200;70192100;70192100;70192200;GAINE QUARTZ 28X32X445 EP 2;;
GAINE QUARTZ 32X445 EP=2 JETLY;6091;CODE JETLY : 937726;37005460035300;;;;60260000;70102000;70192200;70192100;70192100;70192200;CODE JETLY : 937726;;
GAINE QUARTZ 32X900MM EP 2;6091;78P48715;1234560001354;;1300,00;319,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GAINE QUARTZ 32X1590 EP=2 UVGERMI;6092;191104910022;1234560005369;;;241,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GAINE QUARTZ 44X425MM EP 2;6091;78P397I5;12345600013855;0,810;800,00;326,00;60101100;70102000;70192200;70192100;70192100;70192200;GAINE QUARTZ 40X44X425MM;;
GAINE QUARTZ 44X425MM EP=2 JETLY;6091;CODE JETLY : 937727;37005460035477;;;;60101100;70102000;70192200;70192100;70192100;70192200;CODE JETLY : 937727;;
GAINE QUARTZ 44X520MM EP 2;6091;78P412C2;1234560001378;0,810;;231,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GAINE QUARTZ 44X1590 EP1,6 UVGERMI;6092;19110491008;1234560005376;;200,00;201,00;60101100;70102000;70192200;70192100;70192100;70192200;REF FOURN -  19110491008;;
GAINE QUARTZ 30X890MM EP 1.5  OUVERT 2 COTES;6091;99P326C2 - 99P00326;1234560001361;0,810;400,00;212,00;60101100;70102000;70192200;70192100;70192100;70192200;REF FOURN : 99P00326;;
GAINE QUARTZ 30X900M EP 2;6091;19110491003;1234560005352;;200,00;66,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ETANCHEITE TIRETTE  MOLETE 10 AVEC SPI ET JOINTS;6001;;1234560032655;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ETANCHEITE TIRETTE  LISSE 10 AVEC SPI ET JOINTS;6001;;1234560032662;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PIECE ETAN. TIRETTE  MOLETÉ AVEC BOUCHON;6097;UVETANTIR;1234560051113;;;94,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PIECE ETAN. TIRETTE LISSE AVEC BOUCHON;6097;;1234560051106;;;;60101100;70102000;70192200;70192100;70192100;70192200;lisse , ensemble de pieces;;
JOINT TORIQUE 21X3 NBR70 ACS;6021;1140053021;1234560036011;0,025;;75,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
JOINT SPI 10X18X6 EPDM ACS;6021;850-10186CA;1234560041084;0,060;;54,00;60101100;70102000;70192200;70192100;70192100;70192200;+certificat 30€ pour 500pièces;;
GUIDE AXE ETANCHEITE TIRETTE MOLETEE;6021;;1234560061792;;;20,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BOUCHON ÉTANCHÉITÉ TIRETTE MOLETÉE;6021;;1234560061952;;;20,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLAGE LAMPE POUR AP36/60/95;6077;CODE JETLY : 937031;37005460146977;;;13,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
